"Presentation / Pack Level","VMP / VMPP/ AMP / AMPP","BNF Code","BNF Name","SNOMED Code","DM+D: Product Description","Strength","Unit Of Measure","DM+D: Product and Pack Description","Pack","Sub-pack"
"Pack","AMPP","1104010S0AABMBM","Prednisolone sodium phosphate 0.3% eye drops","23405111000001107","Prednisolone sodium phosphate 0.3% eye drops (Drug Tariff Special Order)",3,"ml","Prednisolone sodium phosphate 0.3% eye (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AAAKAK","Prednisolone sodium phosphate 0.25% eye dps preserv free","9408611000001109","Prednisolone sodium phosphate 0.25% eye drops preservative free",2.5,,,,
"Pack","VMPP","1104010S0AAAKAK","Prednisolone sodium phosphate 0.25% eye dps preserv free","9392111000001109","Prednisolone sodium phosphate 0.25% eye drops preservative free",2.5,"ml","Prednisolone sodium phosphate 0.25% eye drops preservative 1 ml",1,
"Presentation","AMP","1104010S0AAAKAK","Prednisolone sodium phosphate 0.25% eye dps preserv free","9392211000001103","Prednisolone sodium phosphate 0.25% eye drops preservative free (Special Order)",2.5,,,,
"Pack","AMPP","1104010S0AAAKAK","Prednisolone sodium phosphate 0.25% eye dps preserv free","9392311000001106","Prednisolone sodium phosphate 0.25% eye drops preservative free (Special Order)",2.5,"ml","Prednisolone sodium phosphate 0.25% eye drops preservative (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAFAF","Prednisolone sodium phosphate 0.25% eye drops","9408511000001105","Prednisolone sodium phosphate 0.25% eye drops",2.5,,,,
"Pack","VMPP","1104010S0AAAFAF","Prednisolone sodium phosphate 0.25% eye drops","9392411000001104","Prednisolone sodium phosphate 0.25% eye drops",2.5,"ml","Prednisolone sodium phosphate 0.25% eye 1 ml",1,
"Presentation","AMP","1104010S0AAAFAF","Prednisolone sodium phosphate 0.25% eye drops","9392511000001100","Prednisolone sodium phosphate 0.25% eye drops (Special Order)",2.5,,,,
"Pack","AMPP","1104010S0AAAFAF","Prednisolone sodium phosphate 0.25% eye drops","9392611000001101","Prednisolone sodium phosphate 0.25% eye drops (Special Order)",2.5,"ml","Prednisolone sodium phosphate 0.25% eye (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAQAQ","Prednisolone sodium phosphate 0.13% eye drops","9408411000001106","Prednisolone sodium phosphate 0.13% eye drops",1.3,,,,
"Pack","VMPP","1104010S0AAAQAQ","Prednisolone sodium phosphate 0.13% eye drops","9392811000001102","Prednisolone sodium phosphate 0.13% eye drops",1.3,"ml","Prednisolone sodium phosphate 0.13% eye 1 ml",1,
"Presentation","AMP","1104010S0AAAQAQ","Prednisolone sodium phosphate 0.13% eye drops","9392911000001107","Prednisolone sodium phosphate 0.13% eye drops (Special Order)",1.3,,,,
"Pack","AMPP","1104010S0AAAQAQ","Prednisolone sodium phosphate 0.13% eye drops","9393111000001103","Prednisolone sodium phosphate 0.13% eye drops (Special Order)",1.3,"ml","Prednisolone sodium phosphate 0.13% eye (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAXAX","Prednisolone sodium phosphate 0.125% eye dps preserv free","9408311000001104","Prednisolone sodium phosphate 0.125% eye drops preservative free",1.25,,,,
"Pack","VMPP","1104010S0AAAXAX","Prednisolone sodium phosphate 0.125% eye dps preserv free","9393311000001101","Prednisolone sodium phosphate 0.125% eye drops preservative free",1.25,"ml","Prednisolone sodium phosphate 0.125% eye drops preservative 1 ml",1,
"Presentation","AMP","1104010S0AAAXAX","Prednisolone sodium phosphate 0.125% eye dps preserv free","9393411000001108","Prednisolone sodium phosphate 0.125% eye drops preservative free (Special Order)",1.25,,,,
"Pack","AMPP","1104010S0AAAXAX","Prednisolone sodium phosphate 0.125% eye dps preserv free","9393511000001107","Prednisolone sodium phosphate 0.125% eye drops preservative free (Special Order)",1.25,"ml","Prednisolone sodium phosphate 0.125% eye drops preservative (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAEAE","Prednisolone sodium phosphate 0.125% eye drops","9408211000001107","Prednisolone sodium phosphate 0.125% eye drops",1.25,,,,
"Pack","VMPP","1104010S0AAAEAE","Prednisolone sodium phosphate 0.125% eye drops","9393911000001100","Prednisolone sodium phosphate 0.125% eye drops",1.25,"ml","Prednisolone sodium phosphate 0.125% eye 1 ml",1,
"Presentation","AMP","1104010S0AAAEAE","Prednisolone sodium phosphate 0.125% eye drops","9394011000001102","Prednisolone sodium phosphate 0.125% eye drops (Special Order)",1.25,,,,
"Pack","AMPP","1104010S0AAAEAE","Prednisolone sodium phosphate 0.125% eye drops","9394211000001107","Prednisolone sodium phosphate 0.125% eye drops (Special Order)",1.25,"ml","Prednisolone sodium phosphate 0.125% eye (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","9408111000001101","Prednisolone sodium phosphate 0.1% eye drops preservative free",1,,,,
"Pack","VMPP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","9394511000001105","Prednisolone sodium phosphate 0.1% eye drops preservative free",1,"ml","Prednisolone sodium phosphate 0.1% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","27901911000001104","Prednisolone sodium phosphate 0.1% eye drops preservative free",1,"ml","Prednisolone sodium phosphate 0.1% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","9394811000001108","Prednisolone sodium phosphate 0.1% eye drops preservative free (Drug Tariff Special Order)",1,,,,
"Pack","AMPP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","9395011000001103","Prednisolone sodium phosphate 0.1% eye drops preservative free (Drug Tariff Special Order)",1,"ml","Prednisolone sodium phosphate 0.1% eye drops preservative (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABSBS","Prednisolone sodium phosphate 0.1% eye dps preservative free","27902011000001106","Prednisolone sodium phosphate 0.1% eye drops preservative free (Drug Tariff Special Order)",1,"ml","Prednisolone sodium phosphate 0.1% eye drops preservative (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","9408011000001102","Prednisolone sodium phosphate 0.1% eye drops",1,,,,
"Pack","VMPP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","9395111000001102","Prednisolone sodium phosphate 0.1% eye drops",1,"ml","Prednisolone sodium phosphate 0.1% eye 1 ml",1,
"Pack","VMPP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","23404811000001101","Prednisolone sodium phosphate 0.1% eye drops",1,"ml","Prednisolone sodium phosphate 0.1% eye 10 mls",10,
"Presentation","AMP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","9395211000001108","Prednisolone sodium phosphate 0.1% eye drops (Drug Tariff Special Order)",1,,,,
"Pack","AMPP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","9395311000001100","Prednisolone sodium phosphate 0.1% eye drops (Drug Tariff Special Order)",1,"ml","Prednisolone sodium phosphate 0.1% eye (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABLBL","Prednisolone sodium phosphate 0.1% eye drops","23404911000001106","Prednisolone sodium phosphate 0.1% eye drops (Drug Tariff Special Order)",1,"ml","Prednisolone sodium phosphate 0.1% eye (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","9407911000001104","Prednisolone sodium phosphate 0.05% eye drops preservative free",500,,,,
"Pack","VMPP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","9396111000001108","Prednisolone sodium phosphate 0.05% eye drops preservative free",500,"ml","Prednisolone sodium phosphate 0.05% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","27901211000001108","Prednisolone sodium phosphate 0.05% eye drops preservative free",500,"ml","Prednisolone sodium phosphate 0.05% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","9396211000001102","Prednisolone sodium phosphate 0.05% eye drops preservative free (Drug Tariff Special Order)",500,,,,
"Pack","AMPP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","9396411000001103","Prednisolone sodium phosphate 0.05% eye drops preservative free (Drug Tariff Special Order)",500,"ml","Prednisolone sodium phosphate 0.05% eye drops preservative (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABPBP","Prednisolone sodium phosphate 0.05% eye dps preserv free","27901311000001100","Prednisolone sodium phosphate 0.05% eye drops preservative free (Drug Tariff Special Order)",500,"ml","Prednisolone sodium phosphate 0.05% eye drops preservative (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","9407811000001109","Prednisolone sodium phosphate 0.05% eye drops",500,,,,
"Pack","VMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","9396611000001100","Prednisolone sodium phosphate 0.05% eye drops",500,"ml","Prednisolone sodium phosphate 0.05% eye 1 ml",1,
"Pack","VMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","23451811000001107","Prednisolone sodium phosphate 0.05% eye drops",500,"ml","Prednisolone sodium phosphate 0.05% eye 5 mls",5,
"Pack","VMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","23451911000001102","Prednisolone sodium phosphate 0.05% eye drops",500,"ml","Prednisolone sodium phosphate 0.05% eye 10 mls",10,
"Presentation","AMP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","9396711000001109","Prednisolone sodium phosphate 0.05% eye drops (Drug Tariff Special Order)",500,,,,
"Pack","AMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","9396811000001101","Prednisolone sodium phosphate 0.05% eye drops (Drug Tariff Special Order)",500,"ml","Prednisolone sodium phosphate 0.05% eye (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","23452011000001109","Prednisolone sodium phosphate 0.05% eye drops (Drug Tariff Special Order)",500,"ml","Prednisolone sodium phosphate 0.05% eye (Drug Tariff Special Order) 5 mls",5,
"Pack","AMPP","1104010S0AABNBN","Prednisolone sodium phosphate 0.05% eye drops","23452111000001105","Prednisolone sodium phosphate 0.05% eye drops (Drug Tariff Special Order)",500,"ml","Prednisolone sodium phosphate 0.05% eye (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","9407711000001101","Prednisolone sodium phosphate 0.03% eye drops preservative free",300,,,,
"Pack","VMPP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","9397511000001102","Prednisolone sodium phosphate 0.03% eye drops preservative free",300,"ml","Prednisolone sodium phosphate 0.03% eye drops preservative 1 ml",1,
"Pack","VMPP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","21253211000001103","Prednisolone sodium phosphate 0.03% eye drops preservative free",300,"ml","Prednisolone sodium phosphate 0.03% eye drops preservative 10 mls",10,
"Presentation","AMP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","9397611000001103","Prednisolone sodium phosphate 0.03% eye drops preservative free (Drug Tariff Special Order)",300,,,,
"Pack","AMPP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","9397711000001107","Prednisolone sodium phosphate 0.03% eye drops preservative free (Drug Tariff Special Order)",300,"ml","Prednisolone sodium phosphate 0.03% eye drops preservative (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABRBR","Prednisolone sodium phosphate 0.03% eye dps preserv free","21253311000001106","Prednisolone sodium phosphate 0.03% eye drops preservative free (Drug Tariff Special Order)",300,"ml","Prednisolone sodium phosphate 0.03% eye drops preservative (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","9407611000001105","Prednisolone sodium phosphate 0.03% eye drops",300,,,,
"Pack","VMPP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","9398011000001106","Prednisolone sodium phosphate 0.03% eye drops",300,"ml","Prednisolone sodium phosphate 0.03% eye 1 ml",1,
"Pack","VMPP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","21253011000001108","Prednisolone sodium phosphate 0.03% eye drops",300,"ml","Prednisolone sodium phosphate 0.03% eye 10 mls",10,
"Presentation","AMP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","9398211000001101","Prednisolone sodium phosphate 0.03% eye drops (Drug Tariff Special Order)",300,,,,
"Pack","AMPP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","9398311000001109","Prednisolone sodium phosphate 0.03% eye drops (Drug Tariff Special Order)",300,"ml","Prednisolone sodium phosphate 0.03% eye (Drug Tariff Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AABKBK","Prednisolone sodium phosphate 0.03% eye drops","21253111000001109","Prednisolone sodium phosphate 0.03% eye drops (Drug Tariff Special Order)",300,"ml","Prednisolone sodium phosphate 0.03% eye (Drug Tariff Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABJBJ","Prednisolone sodium phosphate 0.025% eye dps preserv free","9407511000001106","Prednisolone sodium phosphate 0.025% eye drops preservative free",250,,,,
"Pack","VMPP","1104010S0AABJBJ","Prednisolone sodium phosphate 0.025% eye dps preserv free","9398411000001102","Prednisolone sodium phosphate 0.025% eye drops preservative free",250,"ml","Prednisolone sodium phosphate 0.025% eye drops preservative 1 ml",1,
"Presentation","AMP","1104010S0AABJBJ","Prednisolone sodium phosphate 0.025% eye dps preserv free","9398511000001103","Prednisolone sodium phosphate 0.025% eye drops preservative free (Special Order)",250,,,,
"Pack","AMPP","1104010S0AABJBJ","Prednisolone sodium phosphate 0.025% eye dps preserv free","9398611000001104","Prednisolone sodium phosphate 0.025% eye drops preservative free (Special Order)",250,"ml","Prednisolone sodium phosphate 0.025% eye drops preservative (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAASAS","Prednisolone sodium phosphate 0.025% eye drops","9407411000001107","Prednisolone sodium phosphate 0.025% eye drops",250,,,,
"Pack","VMPP","1104010S0AAASAS","Prednisolone sodium phosphate 0.025% eye drops","9398711000001108","Prednisolone sodium phosphate 0.025% eye drops",250,"ml","Prednisolone sodium phosphate 0.025% eye 1 ml",1,
"Presentation","AMP","1104010S0AAASAS","Prednisolone sodium phosphate 0.025% eye drops","9399111000001100","Prednisolone sodium phosphate 0.025% eye drops (Special Order)",250,,,,
"Pack","AMPP","1104010S0AAASAS","Prednisolone sodium phosphate 0.025% eye drops","9399211000001106","Prednisolone sodium phosphate 0.025% eye drops (Special Order)",250,"ml","Prednisolone sodium phosphate 0.025% eye (Special Order) 1 ml",1,
"Presentation","VMP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","9407211000001108","Prednisolone sodium phosphate 0.01% eye drops",100,,,,
"Pack","VMPP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","9399311000001103","Prednisolone sodium phosphate 0.01% eye drops",100,"ml","Prednisolone sodium phosphate 0.01% eye 1 ml",1,
"Pack","VMPP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","23451411000001105","Prednisolone sodium phosphate 0.01% eye drops",100,"ml","Prednisolone sodium phosphate 0.01% eye 10 mls",10,
"Presentation","AMP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","9399411000001105","Prednisolone sodium phosphate 0.01% eye drops (Special Order)",100,,,,
"Pack","AMPP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","9399511000001109","Prednisolone sodium phosphate 0.01% eye drops (Special Order)",100,"ml","Prednisolone sodium phosphate 0.01% eye (Special Order) 1 ml",1,
"Pack","AMPP","1104010S0AAAAAA","Prednisolone sodium phosphate 0.01% eye drops","23451511000001109","Prednisolone sodium phosphate 0.01% eye drops (Special Order)",100,"ml","Prednisolone sodium phosphate 0.01% eye (Special Order) 10 mls",10,
"Presentation","VMP","1104010S0AABCBC","Prednisolone sodium phosphate 0.005% eye drops","9407111000001102","Prednisolone sodium phosphate 0.005% eye drops",50,,,,
"Pack","VMPP","1104010S0AABCBC","Prednisolone sodium phosphate 0.005% eye drops","9399611000001108","Prednisolone sodium phosphate 0.005% eye drops",50,"ml","Prednisolone sodium phosphate 0.005% eye 1 ml",1,
"Presentation","AMP","1104010S0AABCBC","Prednisolone sodium phosphate 0.005% eye drops","9399711000001104","Prednisolone sodium phosphate 0.005% eye drops (Special Order)",50,,,,
"Pack","AMPP","1104010S0AABCBC","Prednisolone sodium phosphate 0.005% eye drops","9399811000001107","Prednisolone sodium phosphate 0.005% eye drops (Special Order)",50,"ml","Prednisolone sodium phosphate 0.005% eye (Special Order) 1 ml",1,
"Presentation","VMP","0603020S0AAAEAE","Methylprednisolone 1mg/5ml oral suspension","13005411000001106","Methylprednisolone 1mg/5ml oral suspension",200,,,,
"Pack","VMPP","0603020S0AAAEAE","Methylprednisolone 1mg/5ml oral suspension","12950011000001101","Methylprednisolone 1mg/5ml oral suspension",200,"ml","Methylprednisolone 1mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020S0AAAEAE","Methylprednisolone 1mg/5ml oral suspension","12950111000001100","Methylprednisolone 1mg/5ml oral suspension (Special Order)",200,,,,
"Pack","AMPP","0603020S0AAAEAE","Methylprednisolone 1mg/5ml oral suspension","12950211000001106","Methylprednisolone 1mg/5ml oral suspension (Special Order)",200,"ml","Methylprednisolone 1mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13078411000001108","Prednisolone 1.5mg/5ml oral suspension",300,,,,
"Pack","VMPP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053011000001108","Prednisolone 1.5mg/5ml oral suspension",300,"ml","Prednisolone 1.5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053211000001103","Prednisolone 1.5mg/5ml oral suspension (Special Order)",300,,,,
"Pack","AMPP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053311000001106","Prednisolone 1.5mg/5ml oral suspension (Special Order)",300,"ml","Prednisolone 1.5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13078311000001101","Prednisolone 1.5mg/5ml oral solution",300,,,,
"Pack","VMPP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053511000001100","Prednisolone 1.5mg/5ml oral solution",300,"ml","Prednisolone 1.5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053711000001105","Prednisolone 1.5mg/5ml oral solution (Special Order)",300,,,,
"Pack","AMPP","0603020T0AABBBB","Prednisolone 1.5mg/5ml oral liquid","13053911000001107","Prednisolone 1.5mg/5ml oral solution (Special Order)",300,"ml","Prednisolone 1.5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13078611000001106","Prednisolone 10mg/5ml oral suspension",2,,,,
"Pack","VMPP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054111000001106","Prednisolone 10mg/5ml oral suspension",2,"ml","Prednisolone 10mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054411000001101","Prednisolone 10mg/5ml oral suspension (Special Order)",2,,,,
"Pack","AMPP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054511000001102","Prednisolone 10mg/5ml oral suspension (Special Order)",2,"ml","Prednisolone 10mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","429995001","Prednisolone 10mg/5ml oral solution",2,,,,
"Pack","VMPP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054611000001103","Prednisolone 10mg/5ml oral solution",2,"ml","Prednisolone 10mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054711000001107","Prednisolone 10mg/5ml oral solution (Special Order)",2,,,,
"Pack","AMPP","0603020T0AABCBC","Prednisolone 10mg/5ml oral liquid","13054911000001109","Prednisolone 10mg/5ml oral solution (Special Order)",2,"ml","Prednisolone 10mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","432225008","Prednisolone 15mg/5ml oral suspension",3,,,,
"Pack","VMPP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13055211000001104","Prednisolone 15mg/5ml oral suspension",3,"ml","Prednisolone 15mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13055311000001107","Prednisolone 15mg/5ml oral suspension (Special Order)",3,,,,
"Pack","AMPP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13055511000001101","Prednisolone 15mg/5ml oral suspension (Special Order)",3,"ml","Prednisolone 15mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","416533002","Prednisolone 15mg/5ml oral solution",3,,,,
"Pack","VMPP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13055811000001103","Prednisolone 15mg/5ml oral solution",3,"ml","Prednisolone 15mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13055911000001108","Prednisolone 15mg/5ml oral solution (Special Order)",3,,,,
"Pack","AMPP","0603020T0AAAYAY","Prednisolone 15mg/5ml oral liquid","13056011000001100","Prednisolone 15mg/5ml oral solution (Special Order)",3,"ml","Prednisolone 15mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13079011000001109","Prednisolone 1mg/5ml oral suspension",200,,,,
"Pack","VMPP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056111000001104","Prednisolone 1mg/5ml oral suspension",200,"ml","Prednisolone 1mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056211000001105","Prednisolone 1mg/5ml oral suspension (Special Order)",200,,,,
"Pack","AMPP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056311000001102","Prednisolone 1mg/5ml oral suspension (Special Order)",200,"ml","Prednisolone 1mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13078911000001100","Prednisolone 1mg/5ml oral solution",200,,,,
"Pack","VMPP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056411000001109","Prednisolone 1mg/5ml oral solution",200,"ml","Prednisolone 1mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056511000001108","Prednisolone 1mg/5ml oral solution (Special Order)",200,,,,
"Pack","AMPP","0603020T0AABFBF","Prednisolone 1mg/5ml oral liquid","13056611000001107","Prednisolone 1mg/5ml oral solution (Special Order)",200,"ml","Prednisolone 1mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13079211000001104","Prednisolone 2.5mg/5ml oral suspension",500,,,,
"Pack","VMPP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13056711000001103","Prednisolone 2.5mg/5ml oral suspension",500,"ml","Prednisolone 2.5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13056811000001106","Prednisolone 2.5mg/5ml oral suspension (Special Order)",500,,,,
"Pack","AMPP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13056911000001101","Prednisolone 2.5mg/5ml oral suspension (Special Order)",500,"ml","Prednisolone 2.5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13079111000001105","Prednisolone 2.5mg/5ml oral solution",500,,,,
"Pack","VMPP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13057311000001104","Prednisolone 2.5mg/5ml oral solution",500,"ml","Prednisolone 2.5mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13057411000001106","Prednisolone 2.5mg/5ml oral solution (Special Order)",500,,,,
"Pack","AMPP","0603020T0AABIBI","Prednisolone 2.5mg/5ml oral liquid","13057511000001105","Prednisolone 2.5mg/5ml oral solution (Special Order)",500,"ml","Prednisolone 2.5mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13079411000001100","Prednisolone 20mg/5ml oral suspension",4,,,,
"Pack","VMPP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13057911000001103","Prednisolone 20mg/5ml oral suspension",4,"ml","Prednisolone 20mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13058011000001101","Prednisolone 20mg/5ml oral suspension (Special Order)",4,,,,
"Pack","AMPP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13058111000001100","Prednisolone 20mg/5ml oral suspension (Special Order)",4,"ml","Prednisolone 20mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13079311000001107","Prednisolone 20mg/5ml oral solution",4,,,,
"Pack","VMPP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13058211000001106","Prednisolone 20mg/5ml oral solution",4,"ml","Prednisolone 20mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13058311000001103","Prednisolone 20mg/5ml oral solution (Special Order)",4,,,,
"Pack","AMPP","0603020T0AABGBG","Prednisolone 20mg/5ml oral liquid","13058411000001105","Prednisolone 20mg/5ml oral solution (Special Order)",4,"ml","Prednisolone 20mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13079611000001102","Prednisolone 25mg/5ml oral suspension",5,,,,
"Pack","VMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13058511000001109","Prednisolone 25mg/5ml oral suspension",5,"ml","Prednisolone 25mg/5ml oral 1 ml",1,
"Presentation","AMP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13058611000001108","Prednisolone 25mg/5ml oral suspension (Special Order)",5,,,,
"Pack","AMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13058711000001104","Prednisolone 25mg/5ml oral suspension (Special Order)",5,"ml","Prednisolone 25mg/5ml oral (Special Order) 1 ml",1,
"Presentation","VMP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13079511000001101","Prednisolone 25mg/5ml oral solution",5,,,,
"Pack","VMPP","0603020T0AABDBD","Prednisolone 25mg/5ml oral liquid","13058811000001107","Prednisolone 25mg/5ml oral solution",5,"ml","Prednisolone 25mg/5ml oral 1 ml",1,
